CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
724718389,09/04/2014,17:25:00,09/04/2014,17:35:00,81,09/04/2014,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,,,NA,1005945,188862,,,,,40.685040958,-73.921776995,(40.685040958, -73.921776995),PATROL BORO BKLYN NORTH,,25-44,WHITE,F
191133903,10/12/2016,07:40:00,10/12/2016,07:45:00,121,10/12/2016,109,GRAND LARCENY,417,LARCENY,GRAND FROM PERSON,PURS,COMPLETED,FELONY,STATEN ISLAND,,STREET,N.Y. POLICE DEPT,0,,,NA,947034,171375,UNKNOWN,BLACK,U,,40.63699139,-74.134092508,(40.63699139, -74.134092508),PATROL BORO STATEN ISLAND,,45-64,WHITE HISPANIC,F
433209990,12/14/2015,14:30:00,12/14/2015,14:40:00,42,12/15/2015,578,HARRASSMENT 2,638,HARASSMENT,SUBD 3,4,5,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,BUTLER,776,1009945,244103,UNKNOWN,BLACK HISPANIC,U,,40.836652519,-73.907143295,(40.836652519, -73.907143295),PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
118711849,08/14/2014,09:30:00,08/14/2014,09:32:00,48,08/14/2014,341,PETIT LARCENY,339,LARCENY,PETIT FROM OPEN AREAS,,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1016293,250009,,,,,40.852841995,-73.88417431,(40.852841995, -73.88417431),PATROL BORO BRONX,,25-44,BLACK,F
501889837,08/13/2014,14:45:00,08/13/2014,14:50:00,122,08/13/2014,578,HARRASSMENT 2,638,HARASSMENT,SUBD 3,4,5,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,966131,155858,65+,WHITE,F,,40.594460095,-74.06524348,(40.594460095, -74.06524348),PATROL BORO STATEN ISLAND,,25-44,WHITE,M
434957827,10/08/2017,21:15:00,10/08/2017,21:20:00,14,10/09/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,,,NA,988590,213119,,,,,40.751646125,-73.98433731,(40.751646125, -73.98433731),PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,D
390368487,02/05/2015,22:30:00,02/05/2015,22:32:00,46,02/06/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,CRIMINAL MISCHIEF,UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1013674,252645,,BLACK,M,,40.860086139,-73.893629737,(40.860086139, -73.893629737),PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
313775624,02/06/2016,02:35:00,02/06/2016,02:45:00,115,02/06/2016,106,FELONY ASSAULT,109,ASSAULT 2,1,UNCLASSIFIED,COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1013706,211504,18-24,ASIAN / PACIFIC ISLANDER,M,,40.747165366,-73.893694542,(40.747165366, -73.893694542),PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,M
844302066,07/29/2012,02:30:00,07/29/2012,02:50:00,115,07/29/2012,106,FELONY ASSAULT,109,ASSAULT 2,1,UNCLASSIFIED,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1020198,213881,,UNKNOWN,U,,40.753665618,-73.870252195,(40.753665618, -73.870252195),PATROL BORO QUEENS NORTH,,18-24,WHITE HISPANIC,M
348667342,01/14/2013,04:20:00,01/14/2013,04:35:00,106,01/16/2013,351,CRIMINAL MISCHIEF & RELATED OF,254,MISCHIEF, CRIMINAL 4, OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1036597,186486,,,,,40.678391191,-73.811275489,(40.678391191, -73.811275489),PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
185544622,10/20/2012,03:30:00,10/20/2012,03:32:00,72,10/20/2012,106,FELONY ASSAULT,109,ASSAULT 2,1,UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,FRONT OF,SOCIAL CLUB/POLICY,N.Y. POLICE DEPT,0,NA,,NA,984692,175339,,UNKNOWN,U,,40.647949898,-73.998408634,(40.647949898, -73.998408634),PATROL BORO BKLYN SOUTH,,18-24,WHITE HISPANIC,M
910680749,11/05/2014,15:38:00,11/05/2014,15:39:00,7,11/05/2014,236,DANGEROUS WEAPONS,782,WEAPONS, POSSESSION, ETC,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,,,NA,987874,199007,25-44,BLACK,M,,40.712912465,-73.98692913,(40.712912465, -73.98692913),PATROL BORO MAN SOUTH,,,UNKNOWN,E
479031112,08/23/2014,22:56:00,08/23/2014,22:56:00,46,08/24/2014,340,FRAUDS,707,IMPERSONATION 2, PUBLIC SERVAN,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,,NA,1007158,251123,,,,,40.855928019,-73.917191138,(40.855928019, -73.917191138),PATROL BORO BRONX,,,UNKNOWN,E
593124634,11/12/2015,22:00:00,11/13/2015,06:31:00,77,11/13/2015,121,CRIMINAL MISCHIEF & RELATED OF,268,CRIMINAL MIS 2 & 3,COMPLETED,FELONY,BROOKLYN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,,,NA,1003358,182945,,,,32,40.668806093,-73.931121567,(40.668806093, -73.931121567),PATROL BORO BKLYN NORTH,UTICA AVE.-CROWN HEIGHTS,UNKNOWN,UNKNOWN,D
468392935,09/19/2017,16:00:00,09/19/2017,16:30:00,105,09/19/2017,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1062041,205403,25-44,ASIAN / PACIFIC ISLANDER,M,,40.730126622,-73.719324568,(40.730126622, -73.719324568),PATROL BORO QUEENS SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
201948231,04/26/2015,12:00:00,04/26/2015,12:30:00,69,04/27/2015,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,,NA,1010641,175525,,,,,40.648421119,-73.904897109,(40.648421119, -73.904897109),PATROL BORO BKLYN SOUTH,,<18,BLACK,F
872784553,01/07/2012,23:30:00,01/08/2012,08:00:00,48,01/08/2012,341,PETIT LARCENY,357,LARCENY,PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1016175,247244,,,,,40.845253319,-73.884614013,(40.845253319, -73.884614013),PATROL BORO BRONX,,,BLACK,M
136609919,05/04/2012,22:42:00,,,41,05/04/2012,106,FELONY ASSAULT,109,ASSAULT 2,1,UNCLASSIFIED,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1013070,238703,,BLACK,F,,40.821821427,-73.895873187,(40.821821427, -73.895873187),PATROL BORO BRONX,,25-44,WHITE,F
937536397,09/17/2012,09:00:00,09/17/2012,09:30:00,103,09/17/2012,359,OFFENSES AGAINST PUBLIC ADMINI,748,CONTEMPT,CRIMINAL,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1050397,199787,25-44,BLACK,F,,40.714806854,-73.761392129,(40.714806854, -73.761392129),PATROL BORO QUEENS SOUTH,,25-44,BLACK,M
425672894,10/26/2016,17:25:00,10/26/2016,17:30:00,114,10/26/2016,578,HARRASSMENT 2,638,HARASSMENT,SUBD 3,4,5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,,1193,1002928,221436,18-24,BLACK,M,,40.774455486,-73.932564805,(40.774455486, -73.932564805),PATROL BORO QUEENS NORTH,,45-64,BLACK,F
326173611,03/29/2015,01:30:00,03/29/2015,11:00:00,73,03/30/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,CRIMINAL MISCHIEF,UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,HOWARD,356,1009347,183819,,BLACK,F,,40.671190076,-73.909529381,(40.671190076, -73.909529381),PATROL BORO BKLYN NORTH,,18-24,BLACK,F
940917667,04/28/2017,15:00:00,04/28/2017,15:20:00,14,04/28/2017,578,HARRASSMENT 2,637,HARASSMENT,SUBD 1,CIVILIAN,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,,,NA,987065,211417,25-44,WHITE HISPANIC,M,,40.74697518,-73.989842126,(40.74697518, -73.989842126),PATROL BORO MAN SOUTH,,25-44,WHITE,M
454033147,01/02/2011,22:00:00,,,34,01/05/2011,578,HARRASSMENT 2,638,HARASSMENT,SUBD 3,4,5,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1004150,249306,45-64,UNKNOWN,M,,40.850948187,-73.928070171,(40.850948187, -73.928070171),PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,F
524852333,10/19/2013,15:40:00,,,71,10/19/2013,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1001053,183109,,BLACK,M,,40.669260911,-73.939430143,(40.669260911, -73.939430143),PATROL BORO BKLYN SOUTH,,65+,WHITE,F
799454203,12/11/2014,00:45:00,12/11/2014,01:02:00,13,12/12/2014,109,GRAND LARCENY,419,LARCENY,GRAND FROM PERSON,UNCL,COMPLETED,FELONY,MANHATTAN,INSIDE,STREET,N.Y. POLICE DEPT,0,,,NA,989257,206816,,,,,40.734345608,-73.981934631,(40.734345608, -73.981934631),PATROL BORO MAN SOUTH,,18-24,WHITE,M
893777555,09/16/2016,20:30:00,,,32,09/16/2016,351,CRIMINAL MISCHIEF & RELATED OF,254,MISCHIEF, CRIMINAL 4, OF MOTOR,COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,,,NA,998545,236709,UNKNOWN,UNKNOWN,U,,40.816383905,-73.94835705,(40.816383905, -73.94835705),PATROL BORO MAN NORTH,,UNKNOWN,UNKNOWN,D
273298089,01/14/2014,23:45:00,01/14/2014,23:50:00,122,01/15/2014,344,ASSAULT 3 & RELATED OFFENSES,113,MENACING,UNCLASSIFIED,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,940314,142355,18-24,BLACK HISPANIC,M,,40.557306683,-74.15811621,(40.557306683, -74.15811621),PATROL BORO STATEN ISLAND,,18-24,WHITE,M
244476626,05/28/2012,20:10:00,05/28/2012,20:30:00,73,05/28/2012,578,HARRASSMENT 2,637,HARASSMENT,SUBD 1,CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1010306,185838,,UNKNOWN,M,,40.676729005,-73.906064484,(40.676729005, -73.906064484),PATROL BORO BKLYN NORTH,,25-44,BLACK,F
576665229,03/26/2013,19:05:00,,,109,03/26/2013,109,GRAND LARCENY,415,LARCENY,GRAND FROM PERSON,PICK,COMPLETED,FELONY,QUEENS,INSIDE,SMALL MERCHANT,N.Y. POLICE DEPT,0,NA,,NA,1031631,216161,,,,,40.759869755,-73.828970412,(40.759869755, -73.828970412),PATROL BORO QUEENS NORTH,,25-44,ASIAN / PACIFIC ISLANDER,F
819313669,11/21/2013,22:45:00,11/21/2013,22:45:00,103,11/22/2013,236,DANGEROUS WEAPONS,782,WEAPONS, POSSESSION, ETC,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,33201,1040860,193580,,,,,40.697836308,-73.795846598,(40.697836308, -73.795846598),PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
737525161,12/02/2017,19:30:00,12/02/2017,19:33:00,108,12/04/2017,341,PETIT LARCENY,339,LARCENY,PETIT FROM OPEN AREAS,,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,,,NA,1006012,210188,,,,,40.743575556,-73.921466481,(40.743575556, -73.921466481),PATROL BORO QUEENS NORTH,,25-44,WHITE,M
912926215,01/30/2016,20:40:00,,,34,01/30/2016,352,CRIMINAL TRESPASS,205,TRESPASS 2, CRIMINAL,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1006401,255166,18-24,WHITE HISPANIC,M,,40.867026764,-73.919914261,(40.867026764, -73.919914261),PATROL BORO MAN NORTH,,UNKNOWN,UNKNOWN,E
454347441,08/25/2017,00:01:00,09/07/2017,23:59:00,75,09/23/2017,109,GRAND LARCENY,425,LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION,COMPLETED,FELONY,BROOKLYN,INSIDE,BANK,N.Y. POLICE DEPT,0,,,NA,1012559,181561,UNKNOWN,UNKNOWN,U,,40.664982685,-73.897959947,(40.664982685, -73.897959947),PATROL BORO BKLYN NORTH,,45-64,BLACK,M
320014853,03/02/2012,23:30:00,03/03/2012,00:00:00,14,03/07/2012,341,PETIT LARCENY,338,LARCENY,PETIT FROM BUILDING,UN,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,986947,215849,,,,,40.759139936,-73.990266211,(40.759139936, -73.990266211),PATROL BORO MAN SOUTH,,25-44,WHITE,F
182008661,06/14/2016,22:20:00,,,106,06/14/2016,578,HARRASSMENT 2,638,HARASSMENT,SUBD 3,4,5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1038340,186413,25-44,BLACK,M,,40.678180344,-73.80499208,(40.678180344, -73.80499208),PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
395500032,09/04/2017,02:30:00,09/04/2017,02:40:00,46,09/07/2017,109,GRAND LARCENY,418,LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1011176,248451,25-44,BLACK,M,,40.848582835,-73.902677179,(40.848582835, -73.902677179),PATROL BORO BRONX,,25-44,BLACK,M
505344389,06/01/2015,11:50:00,06/01/2015,12:10:00,81,06/01/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,CRIMINAL MISCHIEF,UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,NA,1004788,191294,,BLACK,F,,40.691718999,-73.92594131,(40.691718999, -73.92594131),PATROL BORO BKLYN NORTH,,,UNKNOWN,D
990818214,02/02/2012,17:00:00,02/02/2012,17:08:00,75,02/02/2012,117,DANGEROUS DRUGS,510,CONTROLLED SUBSTANCE, INTENT T,COMPLETED,FELONY,BROOKLYN,,GROCERY/BODEGA,N.Y. POLICE DEPT,0,NA,,NA,1017141,183798,,,,,40.671106911,-73.881432957,(40.671106911, -73.881432957),PATROL BORO BKLYN NORTH,,,UNKNOWN,E
365658373,02/03/2013,22:15:00,,,47,02/04/2013,578,HARRASSMENT 2,638,HARASSMENT,SUBD 3,4,5,COMPLETED,VIOLATION,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1021580,262680,,BLACK,F,,40.887599211,-73.864992611,(40.887599211, -73.864992611),PATROL BORO BRONX,,18-24,UNKNOWN,F
776426725,08/05/2013,00:01:00,08/07/2013,23:59:00,61,08/13/2013,341,PETIT LARCENY,305,LARCENY,PETIT BY CREDIT CARD U,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1005843,153252,,,,,40.58729937,-73.922258717,(40.58729937, -73.922258717),PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
